Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.43.139-34.209.86.85-45952-443-6,192.168.43.139,45952,34.209.86.85,443,6,07/06/2019 12:33:08 pm,8662419,2,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,3.578677041597734,0.5772059744512474,2165604.75,4096630.4357777075,8305395.0,19.0,730.0,730.0,0.0,730.0,730.0,8661670.0,4330835.0,5620876.656465609,8305395.0,356275.0,0,0,0,0,64,96,0.23088238978049896,0.3463235846707484,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666666,0,0,0,0,1,0,0,0,1.0,6.2,0.0,10.333333333333334,0,0,0,0,0,0,2,0,3,31,-1,125,0,0,356275.0,0.0,356275.0,356275.0,8305395.0,0.0,8305395.0,8305395.0,No Label
192.168.43.139-52.42.122.34-53506-443-6,192.168.43.139,53506,52.42.122.34,443,6,07/06/2019 12:33:08 pm,8814596,2,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,3.5168940244113287,0.5672409716792466,2203649.0,4197885.77741423,8496467.0,31.0,200.0,200.0,0.0,200.0,200.0,8814365.0,4407182.5,5783121.600302081,8496467.0,317898.0,0,0,0,0,64,96,0.22689638867169862,0.34034458300754794,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666666,0,0,0,0,1,0,0,0,1.0,6.2,0.0,10.333333333333334,0,0,0,0,0,0,2,0,3,31,-1,113,0,0,317898.0,0.0,317898.0,317898.0,8496467.0,0.0,8496467.0,8496467.0,No Label
192.168.43.139-34.209.86.85-45956-443-6,192.168.43.139,45956,34.209.86.85,443,6,07/06/2019 12:33:11 pm,8149003,2,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,3.8041463477188557,0.6135719915675574,2037250.75,3872563.973255305,7842054.0,49.0,295.0,295.0,0.0,295.0,295.0,8148659.0,4074329.5,5328367.087185388,7842054.0,306605.0,0,0,0,0,64,96,0.24542879662702294,0.36814319494053444,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666666,0,0,0,0,1,0,0,0,1.0,6.2,0.0,10.333333333333334,0,0,0,0,0,0,2,0,3,31,-1,115,0,0,306605.0,0.0,306605.0,306605.0,7842054.0,0.0,7842054.0,7842054.0,No Label
172.217.166.163-192.168.43.139-443-60340-6,192.168.43.139,60340,172.217.166.163,443,6,07/06/2019 12:33:09 pm,67184317,15,13,1178.0,3819.0,517.0,0.0,78.53333333333332,129.5110953143545,1288.0,0.0,293.7692307692308,500.72849493615365,74.37747711270177,0.41676393018924346,2488308.037037037,1.1296373301487084E7,5.8857271E7,8.0,6.7147582E7,4796255.857142857,1.561897531610849E7,5.8929019E7,390.0,324562.0,27046.83333333333,27511.156295164506,72570.0,8.0,0,0,0,0,480,432,0.223266391172809,0.19349753901643446,0.0,1288.0,172.31034482758622,358.4168665762054,128462.65024630542,0,1,0,0,0,0,0,0,0.0,178.46428571428572,78.53333333333333,293.7692307692308,0,0,0,0,0,0,15,1178,13,3819,-1,244,11,0,324562.0,0.0,324562.0,324562.0,5.8857271E7,0.0,5.8857271E7,5.8857271E7,No Label
192.168.43.139-52.222.182.214-54420-443-6,192.168.43.139,54420,52.222.182.214,443,6,07/06/2019 12:33:10 pm,66285538,17,13,1499.0,12297.0,517.0,0.0,88.17647058823528,133.5408342484227,6229.0,0.0,945.9230769230767,1904.2188013959274,208.12986386261207,0.4525874105449668,2285708.206896552,1.0744243834928704E7,5.7991228E7,16.0,6.6251296E7,4140705.9999999986,1.443218954297373E7,5.8119287E7,75.0,291617.0,24301.41666666667,37482.26397416234,128203.0,18.0,0,0,0,0,544,432,0.25646619930881454,0.19612121123615228,0.0,6229.0,445.03225806451604,1283.5166401692647,1647414.9655913976,0,1,0,0,0,0,0,0,0.0,459.8666666666667,88.17647058823529,945.9230769230769,0,0,0,0,0,0,17,1499,13,12297,-1,126,12,0,291617.0,0.0,291617.0,291617.0,5.7991228E7,0.0,5.7991228E7,5.7991228E7,No Label
192.168.43.139-52.222.186.38-33348-443-6,192.168.43.139,33348,52.222.186.38,443,6,07/06/2019 12:33:10 pm,66983802,10,4,490.0,882.0,137.0,0.0,49.0,38.563079637278854,331.0,0.0,220.5,149.3374255391684,20.482563829386695,0.2090057533610887,5152600.153846155,1.601752392421593E7,5.8354147E7,39.0,6.6872105E7,7430233.88888889,1.912783742336868E7,5.8354147E7,65165.0,627094.0,209031.33333333334,300862.0740810203,555711.0,16252.0,0,1,0,0,320,128,0.14928982382934908,0.05971592953173963,0.0,331.0,109.6,117.2852444744375,13755.828571428572,0,0,0,1,1,0,0,0,0.0,117.42857142857143,49.0,220.5,0,0,0,0,0,0,10,490,4,882,-1,130,8,0,627133.0,0.0,627133.0,627133.0,5.8354147E7,0.0,5.8354147E7,5.8354147E7,No Label
192.168.43.139-74.125.130.156-46048-443-6,192.168.43.139,46048,74.125.130.156,443,6,07/06/2019 12:33:11 pm,66441001,11,9,963.0,458.0,518.0,0.0,87.54545454545453,143.83140382848498,118.0,0.0,50.888888888888886,53.04112660107354,21.387396014698815,0.3010189446122282,3496894.789473685,1.3205815911140854E7,5.7919184E7,8.0,6.6306655E7,6630665.5,1.8106719427591756E7,5.8082578E7,127.0,519101.0,64887.625,74255.53866391286,164079.0,8.0,0,1,0,0,352,288,0.1655604195367255,0.1354585250755027,0.0,518.0,73.28571428571428,109.11743346374257,11906.614285714286,0,0,0,1,1,0,0,0,0.0,76.95,87.54545454545455,50.888888888888886,0,0,0,0,0,0,11,963,9,458,-1,255,10,0,519101.0,0.0,519101.0,519101.0,5.7919184E7,0.0,5.7919184E7,5.7919184E7,No Label
192.168.43.139-52.222.176.115-53396-443-6,192.168.43.139,53396,52.222.176.115,443,6,07/06/2019 12:33:11 pm,66212649,8,3,353.0,502.0,77.0,0.0,44.12499999999999,20.869920254485198,260.0,0.0,167.33333333333334,145.19412292972928,12.912940547054687,0.16613139885099598,6621264.900000001,1.813087356534622E7,5.812565E7,92.0,6.6128507E7,9446929.571428573,2.1495169202833034E7,5.812565E7,288013.0,41905.0,20952.5,29501.20201788395,41813.0,92.0,0,1,0,0,256,96,0.12082283552799708,0.0453085633229989,0.0,260.0,91.41666666666669,96.79825161205918,9369.901515151518,0,0,0,1,1,0,0,0,0.0,99.72727272727273,44.125,167.33333333333334,0,0,0,0,0,0,8,353,3,502,-1,126,7,0,84142.0,0.0,84142.0,84142.0,5.812565E7,0.0,5.812565E7,5.812565E7,No Label
192.168.43.139-52.222.187.163-43474-443-6,192.168.43.139,43474,52.222.187.163,443,6,07/06/2019 12:33:10 pm,67292265,80,84,10772.0,27336.0,1288.0,0.0,134.65,207.92532130672853,1993.0,0.0,325.42857142857144,318.9293189707391,566.3058005255136,2.437130032701381,412835.981595092,4585704.9644558905,5.8440401E7,4.0,6.7291942E7,851796.7341772153,6579993.508382322,5.8440401E7,13.0,848871.0,10227.361445783132,53841.218274500425,482449.0,4.0,0,1,0,0,2560,2760,1.1888439183909176,1.2482861143104635,0.0,1993.0,231.8848484848484,285.36936710807964,81435.67568366593,0,0,0,1,1,0,0,0,1.0,233.2987804878049,134.65,325.42857142857144,0,0,0,0,0,0,80,10772,84,27336,-1,407,54,0,848946.0,0.0,848946.0,848946.0,5.8440401E7,0.0,5.8440401E7,5.8440401E7,No Label
192.168.43.139-216.58.199.130-57150-443-6,192.168.43.139,57150,216.58.199.130,443,6,07/06/2019 12:33:11 pm,67183084,12,12,561.0,1256.0,116.0,0.0,46.75000000000001,30.2808820575263,399.0,0.0,104.66666666666667,141.13458008925275,27.045498536506603,0.35723278199018077,2921003.652173913,1.2232661411399733E7,5.8898491E7,8.0,6.7065749E7,6096886.2727272725,1.7561318306962498E7,5.8937649E7,80.0,282189.0,25653.545454545452,30672.470511400403,70989.0,8.0,0,1,0,0,384,384,0.17861639099509038,0.17861639099509038,0.0,399.0,77.03999999999999,102.14062202016721,10432.706666666667,0,0,0,1,1,0,0,0,1.0,80.25,46.75,104.66666666666667,0,0,0,0,0,0,12,561,12,1256,-1,257,10,0,282189.0,0.0,282189.0,282189.0,5.8898491E7,0.0,5.8898491E7,5.8898491E7,No Label
192.168.43.139-54.158.74.157-57058-443-6,192.168.43.139,57058,54.158.74.157,443,6,07/06/2019 12:33:11 pm,66927644,8,4,307.0,838.0,77.0,0.0,38.375,25.988665111654242,542.0,0.0,209.5,249.13918466056947,17.108027887549724,0.17929810886514996,6084331.2727272725,1.732797974372377E7,5.8251423E7,17.0,6.6594748E7,9513535.428571427,2.166287012189538E7,5.8590841E7,1230.0,673544.0,224514.66666666666,193379.97019426114,339435.0,1251.0,0,1,0,0,256,128,0.11953207257676664,0.05976603628838332,0.0,542.0,129.76923076923077,194.32024849294265,37760.35897435898,0,0,0,1,1,0,0,0,0.0,140.58333333333334,38.375,209.5,0,0,0,0,0,0,8,307,4,838,-1,129,6,0,673544.0,0.0,673544.0,673544.0,5.8251423E7,0.0,5.8251423E7,5.8251423E7,No Label
157.240.16.35-192.168.43.139-443-52392-6,192.168.43.139,52392,157.240.16.35,443,6,07/06/2019 12:33:11 pm,66920500,9,4,297.0,653.0,63.0,0.0,33.0,20.291623887703025,313.0,0.0,163.25,168.93465206009887,14.195948924470079,0.19426035370327477,5576708.333333332,1.6751077296973769E7,5.8656512E7,14.0,6.6847637E7,8355954.625000001,2.035821877555362E7,5.8656512E7,188138.0,260947.0,86982.33333333334,94832.90533529664,188098.0,24.0,0,1,0,0,288,128,0.13448793717919022,0.05977241652408454,0.0,313.0,90.21428571428571,120.68469954098035,14564.796703296703,0,0,0,1,1,0,0,0,0.0,97.15384615384616,33.0,163.25,0,0,0,0,0,0,9,297,4,653,-1,126,7,0,261001.0,0.0,261001.0,261001.0,5.8656512E7,0.0,5.8656512E7,5.8656512E7,No Label
192.168.43.139-216.58.199.164-46950-443-6,192.168.43.139,46950,216.58.199.164,443,6,07/06/2019 12:33:12 pm,67001749,11,9,577.0,449.0,178.0,0.0,52.45454545454545,47.073057339339314,179.0,0.0,49.888888888888886,56.56510506585408,15.31303309709124,0.2984996705086012,3526407.8421052624,1.3410985688447876E7,5.8775142E7,103.0,6.6954524E7,6695452.3999999985,1.8336215127948023E7,5.8780081E7,623.0,224164.0,28020.5,27799.59276166264,65416.0,600.0,0,1,0,0,352,288,0.16417481877973064,0.13432485172887054,0.0,179.0,57.38095238095238,56.26675411864113,3165.947619047619,0,0,0,1,1,0,0,0,0.0,60.25,52.45454545454545,49.888888888888886,0,0,0,0,0,0,11,577,9,449,-1,261,9,0,224164.0,0.0,224164.0,224164.0,5.8775142E7,0.0,5.8775142E7,5.8775142E7,No Label
192.168.43.139-216.58.203.162-54588-443-6,192.168.43.139,54588,216.58.203.162,443,6,07/06/2019 12:33:12 pm,67598227,22,20,1585.0,15268.0,571.0,0.0,72.04545454545455,163.07564043156324,3864.0,0.0,763.4000000000002,1109.2515447244978,249.311272616662,0.6213180709606482,1648737.243902439,9150218.37206698,5.8654436E7,3.0,6.7048809E7,3192800.428571428,1.2749638751483189E7,5.8695702E7,9.0,941224.0,49538.105263157886,114496.31069014831,480502.0,9.0,0,1,0,0,716,640,0.32545232288414905,0.2958657480764991,0.0,3864.0,416.6511627906976,836.2592125970137,699329.4706533775,0,0,0,1,1,0,0,0,0.0,426.57142857142856,72.04545454545455,763.4,0,0,0,0,0,0,22,1585,20,15268,-1,305,11,0,941224.0,0.0,941224.0,941224.0,5.8654436E7,0.0,5.8654436E7,5.8654436E7,No Label
192.168.43.139-216.58.196.74-33702-443-6,192.168.43.139,33702,216.58.196.74,443,6,07/06/2019 12:33:12 pm,67006939,17,12,1178.0,3987.0,517.0,0.0,69.29411764705884,123.9222360524345,1288.0,0.0,332.25,532.6151817383558,77.08156911928181,0.43279099795918147,2393104.964285714,1.1049367483661711E7,5.8614238E7,13.0,6.696794E7,4185496.25,1.4552121802080838E7,5.8614238E7,338.0,389956.0,35450.54545454545,46701.90007347375,150858.0,13.0,0,0,0,0,544,400,0.25370506776917534,0.17908593019000613,0.0,1288.0,172.16666666666674,365.93028197235583,133904.97126436784,0,1,0,0,0,0,0,0,0.0,178.10344827586206,69.29411764705883,332.25,0,0,0,0,0,0,17,1178,12,3987,-1,248,11,0,389976.0,0.0,389976.0,389976.0,5.8614238E7,0.0,5.8614238E7,5.8614238E7,No Label
192.168.43.139-216.58.199.130-57122-443-6,192.168.43.139,57122,216.58.199.130,443,6,07/06/2019 12:33:11 pm,69765467,17,24,1617.0,1427.0,492.0,0.0,95.11764705882354,146.95444972547668,562.0,0.0,59.45833333333332,112.41382367673111,43.63190172582088,0.5876833018261026,1744136.6750000003,9181220.10526401,5.8145726E7,5.0,6.9765194E7,4360324.625,1.4405573895177133E7,5.8210065E7,54.0,3617366.0,157276.78260869562,612851.2980089614,2959224.0,5.0,0,1,0,0,544,768,0.24367356417179864,0.3440097376543039,0.0,562.0,85.85714285714286,146.5932769610333,21489.588850174212,0,0,0,1,1,0,0,0,1.0,87.95121951219512,95.11764705882354,59.458333333333336,0,0,0,0,0,0,17,1617,24,1427,-1,266,15,0,3617366.0,0.0,3617366.0,3617366.0,5.8145726E7,0.0,5.8145726E7,5.8145726E7,No Label
172.217.26.234-192.168.43.139-443-56842-6,192.168.43.139,56842,172.217.26.234,443,6,07/06/2019 12:33:16 pm,67006947,8,3,353.0,92.0,77.0,0.0,44.12499999999999,20.869920254485198,46.0,0.0,30.666666666666668,26.558112382722786,6.641102451660721,0.1641620830747594,6700694.699999999,1.836383425036201E7,5.8875277E7,1275.0,6.6877495E7,9553927.857142858,2.1775807565295227E7,5.8875277E7,308721.0,87952.0,43976.0,60388.33332689353,86677.0,1275.0,0,1,0,0,256,96,0.11939060587255229,0.04477147720220711,0.0,77.0,40.916666666666664,21.06897043406524,443.9015151515152,0,0,0,1,1,0,0,0,0.0,44.63636363636363,44.125,30.666666666666668,0,0,0,0,0,0,8,353,3,92,-1,253,7,0,129452.0,0.0,129452.0,129452.0,5.8875277E7,0.0,5.8875277E7,5.8875277E7,No Label
192.168.43.139-52.222.187.163-43448-443-6,192.168.43.139,43448,52.222.187.163,443,6,07/06/2019 12:33:17 pm,67006800,8,2,353.0,92.0,77.0,0.0,44.12499999999999,20.869920254485198,46.0,46.0,46.0,0.0,6.641117020959067,0.14923858474065319,7445199.999999999,1.9336593423270624E7,5.8920293E7,28.0,6.6922447E7,9560349.571428573,2.179564440774491E7,5.8920293E7,287983.0,84325.0,84325.0,0.0,84325.0,84325.0,0,1,0,0,256,64,0.11939086779252256,0.02984771694813064,0.0,77.0,44.63636363636363,17.482978735173976,305.6545454545455,0,0,0,1,1,0,0,0,0.0,49.1,44.125,46.0,0,0,0,0,0,0,8,353,2,92,-1,130,7,0,84353.0,0.0,84353.0,84353.0,5.8920293E7,0.0,5.8920293E7,5.8920293E7,No Label
172.217.166.163-192.168.43.139-443-60340-6,192.168.43.139,60340,172.217.166.163,443,6,07/06/2019 12:34:17 pm,8191966,1,1,123.0,123.0,123.0,123.0,123.0,0.0,123.0,123.0,123.0,0.0,30.0294215088295,0.24414163828316668,8191966.0,0.0,8191966.0,8191966.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,0.12207081914158334,0.12207081914158334,123.0,123.0,123.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,184.5,123.0,123.0,0,0,0,0,0,0,1,123,1,123,-1,309,1,0,0,0,0,0,0,0,0,0,No Label
192.168.43.139-52.222.182.214-54420-443-6,192.168.43.139,54420,52.222.182.214,443,6,07/06/2019 12:34:17 pm,8192036,1,1,123.0,123.0,123.0,123.0,123.0,0.0,123.0,123.0,123.0,0.0,30.029164910896387,0.24413955212110885,8192036.0,0.0,8192036.0,8192036.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,0.12206977606055443,0.12206977606055443,123.0,123.0,123.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,184.5,123.0,123.0,0,0,0,0,0,0,1,123,1,123,-1,445,1,0,0,0,0,0,0,0,0,0,No Label
192.168.43.139-104.244.42.200-52674-443-6,192.168.43.139,52674,104.244.42.200,443,6,07/06/2019 12:33:19 pm,67006362,8,2,353.0,92.0,77.0,0.0,44.12499999999999,20.869920254485198,46.0,46.0,46.0,0.0,6.641160431900482,0.14923956026742655,7445151.333333333,1.9317497890374973E7,5.8889341E7,44.0,6.6891337E7,9555905.285714287,2.1775283396181688E7,5.8889341E7,352014.0,114981.0,114981.0,0.0,114981.0,114981.0,0,1,0,0,256,64,0.11939164821394124,0.02984791205348531,0.0,77.0,44.63636363636363,17.482978735173976,305.6545454545455,0,0,0,1,1,0,0,0,0.0,49.1,44.125,46.0,0,0,0,0,0,0,8,353,2,92,-1,126,7,0,115025.0,0.0,115025.0,115025.0,5.8889341E7,0.0,5.8889341E7,5.8889341E7,No Label
